# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
604		n - - t i n	1443	INCLUSIVE	Chachapoyas	ntin		n t i n	ntin		colectivo	taylor1979
748		n - - t i -	1443	INCLUSIVE	Cuzco	nti		n t i	nti, sti			cusihuaman1976
749		- - s t i -	1443	INCLUSIVE	Cuzco	sti		s t i	nti, sti			cusihuaman1976
948		n - - t i n	1443	INCLUSIVE	Huallaga	ntin		n t i n	nintin,ntin		/-ntin/ después de vocales cortas	weber1996
1043		n - - t i n	1443	INCLUSIVE	Huanca	ntin		n t i n	ntin			cerron1976
1149		n - - t i n	1443	INCLUSIVE	Huangascar	ntin		n t i n	ntin			shimelman2017
1244		n - - t i n	1443	INCLUSIVE	HuarazHuailas	ntin		n t i n	ntin, nintin		-ni eufónico	parker1976
1382		n - - t i n	1443	INCLUSIVE	Laraos	ntin		n t i n	ntin			taylor1990
1467		n - - t i n	1443	INCLUSIVE	Lincha-Tana	ntin		n t i n	ntin			shimelman2017
1563		n - - t i -	1443	INCLUSIVE	Pacaraos	nti		n t i	nti			adelaar1987
1702		n - - t i n	1443	INCLUSIVE	SanMartin	ntin		n t i n	ntin		colectivo	coombs1976
1793		n - - t i n	1443	INCLUSIVE	SanPedro	ntin		n t i n	ntin			shimelman2017
1989		b u ɾ a	1444	INCLUSIVE	Tarma	bura		b u ɾ a	bura	esp	“reciprocal”	adelaar1977
2103		n t i	27	INCLUSIVE	Cajamarca	nti		n t i			also: adjacent position	
2137		n t i		INCLUSIVE	Santiagueno	nti		n t i				
#
69		j	1463	INFINITIVE	Apuri	y		j	y			shimelman2017
185		j	1463	INFINITIVE	Apurimac	y		j	y			camacho2006
283		j	1463	INFINITIVE	Ayacucho	y		j	y			parker1969
361		j	1463	INFINITIVE	Azuay	y		j	y			cordero1955
455		j	1463	INFINITIVE	Cacra-Hongos	y		j	y			shimelman2017
545		i	1463	INFINITIVE	Cajamarca	y		i	y			quesada2006
605		j	1463	INFINITIVE	Chachapoyas	y		j	y			taylor1979
667		j	1463	INFINITIVE	Chimborazo	y		j	y			
750		j	1463	INFINITIVE	Cuzco	y		j	y			cusihuaman1976
839		j	1464	INFINITIVE	Ferrenafe	y		j	y			
949		j	1463	INFINITIVE	Huallaga	y		j	y		También IMPERATIVO y VOCATIVO	weber1996
1044		j	1463	INFINITIVE	Huanca	y		j	y			cerron1976
1150		j	1463	INFINITIVE	Huangascar	y		j	y			shimelman2017
1246		j	1463	INFINITIVE	HuarazHuailas	y		j	y			parker1976
1319		j	1463	INFINITIVE	Inga	y		j	y			tandioy1978
1383		j	1464	INFINITIVE	Laraos	y		j	y			
1468		j	1463	INFINITIVE	Lincha-Tana	y		j	y			shimelman2017
1635		n a	1711	INFINITIVE	Pastaza	na		n a	na		-y only for imperative?	landerman1973
1703		j	1463	INFINITIVE	SanMartin	y		j	y			coombs1976
1794		j	1463	INFINITIVE	SanPedro	y		j	y			shimelman2017
1905		j	1463	INFINITIVE	Santiagueno	y		j	y			juanatey2020
1990		j	1463	INFINITIVE	Tarma	y		j	y			adelaar1977
2086		i		INFINITIVE	Pacaraos	y		i				
2202		i		INFINITIVE	Imbabura	y		i				cole1985
#
70		tʃ u n - -	1486	INJUNCTIVE	Apuri	chun		tʃ u n	chun			shimelman2017
186		tʃ u n k u	1486	INJUNCTIVE	Apurimac	chunku		tʃ u n k u	chunku, y, ychis			camacho2006
187		j	1487	INJUNCTIVE	Apurimac	y		j	chunku, y, ychis			camacho2006
188		j tʃ i s	1488	INJUNCTIVE	Apurimac	ychis		j tʃ i s	chunku, y, ychis			camacho2006
362		tʃ u - - -	1486	INJUNCTIVE	Azuay	chu		tʃ u	chu			cordero1955
456		tʃ u n - -	1486	INJUNCTIVE	Cacra-Hongos	chun		tʃ u n	chun			shimelman2017
606		tʃ u n - -	1486	INJUNCTIVE	Chachapoyas	čun		tʃ u n	čun			taylor1979
751		tʃ u - - -	1486	INJUNCTIVE	Cuzco	chu		tʃ u	chu			cusihuaman1976
840		tʃ u n - -	1486	INJUNCTIVE	Ferrenafe	chun		tʃ u n	chun			taylor1982
1045		tʃ u n - -	1486	INJUNCTIVE	Huanca	chun		tʃ u n	chun			cerron1976
1151		tʃ u n - -	1486	INJUNCTIVE	Huangascar	chun		tʃ u n	chun			shimelman2017
1320		tʃ u - - -	1486	INJUNCTIVE	Inga	chu		tʃ u	chu			tandioy1978
1384		tʃ u n - -	1486	INJUNCTIVE	Laraos	chun		tʃ u n	chun			taylor1990
1469		tʃ u n - -	1486	INJUNCTIVE	Lincha-Tana	chun		tʃ u n	chun			shimelman2017
1564		s u n - -	1486	INJUNCTIVE	Pacaraos	sun		s u n	sun			adelaar1987
1636		tʃ u n - -	1486	INJUNCTIVE	Pastaza	chun		tʃ u n	chun			
1704		tʃ u n - -	1486	INJUNCTIVE	SanMartin	chun		tʃ u n	chun		sapa for plural	coombs1976
1795		tʃ u n - -	1486	INJUNCTIVE	SanPedro	chun		tʃ u n	chun			shimelman2017
1906		tʃ u n - -	1486	INJUNCTIVE	Santiagueno	chun		tʃ u n	chun			juanatey2020
1991		tʃ u n - -	1486	INJUNCTIVE	Tarma	chun		tʃ u n	chun			adelaar1977
2041		tʃ u		INJUNCTIVE	Ayacucho	chu		tʃ u				
2104		tʃ u		INJUNCTIVE	Cajamarca	chu		tʃ u				
#
71		w a n	1507	INSTRUMENTAL-COMITATIVE	Apuri	wan		w a n	wan			shimelman2017
189		w a n	1507	INSTRUMENTAL-COMITATIVE	Apurimac	wan		w a n	wan			camacho2006
284		w a n	1507	INSTRUMENTAL-COMITATIVE	Ayacucho	wan		w a n	wan			parker1969
363		w a	1507	INSTRUMENTAL-COMITATIVE	Azuay	hua		w a	hua			cordero1955
457		w a n	1507	INSTRUMENTAL-COMITATIVE	Cacra-Hongos	wan		w a n	wan			shimelman2017
546		w a n	1507	INSTRUMENTAL-COMITATIVE	Cajamarca	wan		w a n	wan			quesada2006
607		w a n	1507	INSTRUMENTAL-COMITATIVE	Chachapoyas	wan		w a n	wan			taylor1979
668		w a n	1507	INSTRUMENTAL-COMITATIVE	Chimborazo	wan		w a n	wan			beukema1975
669		w a n	1507	INSTRUMENTAL-COMITATIVE	Chimborazo	wan		w a n	wan			beukema1975
752		w a n	1507	INSTRUMENTAL-COMITATIVE	Cuzco	wan		w a n	wan			cusihuaman1976
841		w a n	1507	INSTRUMENTAL-COMITATIVE	Ferrenafe	wan		w a n	wan			taylor1982
950		w a n	1507	INSTRUMENTAL-COMITATIVE	Huallaga	wan		w a n	wan			weber1996
1046		w a n	1507	INSTRUMENTAL-COMITATIVE	Huanca	wan		w a n	wan			cerron1976
1152		w a n	1507	INSTRUMENTAL-COMITATIVE	Huangascar	wan		w a n	wan			shimelman2017
1247		w a n	1507	INSTRUMENTAL-COMITATIVE	HuarazHuailas	wan		w a n	wan			parker1976
1321		w a -	1507	INSTRUMENTAL-COMITATIVE	Inga	hua		w a	hua			tandioy1978
1385		w a n	1507	INSTRUMENTAL-COMITATIVE	Laraos	wan		w a n	wan		asociativo	taylor1990
1470		w a n	1507	INSTRUMENTAL-COMITATIVE	Lincha-Tana	wan		w a n	wan			shimelman2017
1565		w a n	1507	INSTRUMENTAL-COMITATIVE	Pacaraos	wan		w a n	wan			adelaar1987
1566		w a n	1507	INSTRUMENTAL-COMITATIVE	Pacaraos	wan		w a n	wan			adelaar1987
1637		w a -	1507	INSTRUMENTAL-COMITATIVE	Pastaza	wa		w a	wa			landerman1973
1705		w a n	1507	INSTRUMENTAL-COMITATIVE	SanMartin	wan		w a n	wan			coombs1976
1796		w a n	1507	INSTRUMENTAL-COMITATIVE	SanPedro	wan		w a n	wan			shimelman2017
1907		- a n	1507	INSTRUMENTAL-COMITATIVE	Santiagueno	an		a n	an			juanatey2020
1992		w a n	1507	INSTRUMENTAL-COMITATIVE	Tarma	wan		w a n	wan			adelaar1977
2203		w a n		INSTRUMENTAL-COMITATIVE	Imbabura	wan		w a n				cole1985
#
72		j a	1533	INTENSIFIER	Apuri	ya		j a	ya			shimelman2017
285		j a	1533	INTENSIFIER	Ayacucho	ya		j a	ya			parker1969
458		l u - -	1534	INTENSIFIER	Cacra-Hongos	lu		l u	lu,la			shimelman2017
459		l a - -	1534	INTENSIFIER	Cacra-Hongos	la		l a	lu,la			shimelman2017
460		j a	1533	INTENSIFIER	Cacra-Hongos	ya		j a	ya			shimelman2017
753		j -	1533	INTENSIFIER	Cuzco	y		j	y			cusihuaman1976
951		k aː k u	1535	INTENSIFIER	Huallaga	kaːku		k aː k u	kaːku			weber1996
1153		j a	1533	INTENSIFIER	Huangascar	ya		j a	ya			shimelman2017
1248		ɾ p aː ɾ i	1536	INTENSIFIER	HuarazHuailas	rpaarI		ɾ p aː ɾ i	rpaarI			parker1976
1471		j a	1533	INTENSIFIER	Lincha-Tana	ya		j a	ya			shimelman2017
1567		l i aː	1534	INTENSIFIER	Pacaraos	lyaa		l i aː	lyaa			adelaar1987
1797		j a	1533	INTENSIFIER	SanPedro	ya		j a	ya			shimelman2017
1908		ɾ q j a	1537	INTENSIFIER	Santiagueno	rqya		ɾ q j a	rqya			juanatey2020
#
754		j p a ɾ i	1547	INTENTIONAL	Cuzco	ypari		j p a ɾ i	ypari		rpari	cusihuaman1976
#
2127		t a q		INTERROGATION	Huangascar	taq		t a q				
2141		t a q		INTERROGATION	SanPedro	taq		t a q				
2143		t a q		INTERROGATION	Lincha-Tana	taq		t a q				
2181		t a q		INTERROGATION	Imbabura	taq		t a q				cole1985
#
1047		t j a	1549	INTERRUPTED ACTION	Huanca	tya		t j a	tya			cerron1976
1568		t i j aː	1550	INTERRUPTED ACTION	Pacaraos	tyaa		t i j aː	tyaa			adelaar1987
1993		t j a	1549	INTERRUPTED ACTION	Tarma	tya		t j a	tya			adelaar1977
#
73		t a m u	1553	IRREVERSIBLE CHANGE	Apuri	tamu		t a m u	tamu			shimelman2017
461		t a m u	1553	IRREVERSIBLE CHANGE	Cacra-Hongos	tamu		t a m u	tamu			shimelman2017
1048		t aː	1553	IRREVERSIBLE CHANGE	Huanca	taa		t aː	taa		ennegrezer, ensangar, etc	cerron1976
1154		t a m u	1553	IRREVERSIBLE CHANGE	Huangascar	tamu		t a m u	tamu			shimelman2017
1249		t aː - -	1553	IRREVERSIBLE CHANGE	HuarazHuailas	taa		t aː	taa			parker1976
1472		t a m u	1553	IRREVERSIBLE CHANGE	Lincha-Tana	tamu		t a m u	tamu			shimelman2017
1798		t a m u	1553	IRREVERSIBLE CHANGE	SanPedro	tamu		t a m u	tamu			shimelman2017
#
75		p aː k u	1561	JOINT ACTION	Apuri	paːku		p aː k u	paku,paːku			shimelman2017
463		p aː k u	1561	JOINT ACTION	Cacra-Hongos	paːku		p aː k u	paku,paːku			shimelman2017
952		p a k u	1561	JOINT ACTION	Huallaga	paku		p a k u	paku		marcado como DIFFUSE; Modifica el significado de la raíz a la que se añade para indicar que la acción no se dirige hacia un objeto determinado, sino se dirige difusamente hacia muchos objetos. /-pakU/ cambia el foco desde la meta/objeto de una actividad a la actividad misma; por ejemplo: /aru-pakU-/ ‘trabajar por aquí y por allá, no para una persona determinada ni haciendo una tarea determinada’.	
1050		p a k u	1561	JOINT ACTION	Huanca	paku		p a k u	paku		combined with middle voice -ku	cerron1976
1156		p aː k u	1561	JOINT ACTION	Huangascar	paːku		p aː k u	paku,paːku			shimelman2017
1474		p aː k u	1561	JOINT ACTION	Lincha-Tana	paːku		p aː k u	paku,paːku			shimelman2017
1800		p aː k u	1561	JOINT ACTION	SanPedro	paːku		p aː k u	paku,paːku			shimelman2017
1996		p aː k u	1561	JOINT ACTION	Tarma	paːku		p aː k u	paku,paːku			adelaar1977
2204		n a x u	1976	JOINT ACTION	Imbabura	naju		n a x u			Cole discusses that it should be rather interpreted as JOINT ACTION instead of reciprocal, which is a semantically stable interpretation (p. 92)	cole1985
#
76		k a m a -	1578	LIMITATIVE	Apuri	kama		k a m a	kama			shimelman2017
210		k a m a	2040	LIMITATIVE	Apurimac	kama		k a m a	lla, kama			camacho2006
286		k a m a -	1578	LIMITATIVE	Ayacucho	kama		k a m a	kama			parker1969
364		- - - k a m a	1597	LIMITATIVE	Azuay	cama		k a m a	cama			cordero1955
464		k a m a -	1578	LIMITATIVE	Cacra-Hongos	kama		k a m a	kama			shimelman2017
547		k a m a n	1578	LIMITATIVE	Cajamarca	kaman		k a m a n	kaman			quesada2006
608		k a m a n	1578	LIMITATIVE	Chachapoyas	kaman		k a m a n	kaman			taylor1979
670		k a m a -	1578	LIMITATIVE	Chimborazo	kama		k a m a	kama			
842		k a m a -	1578	LIMITATIVE	Ferrenafe	kama		k a m a	kama			taylor1982
954		- - - k a m a	1597	LIMITATIVE	Huallaga	kama		k a m a	yaq, kama			weber1996
1051		k a m a -	1578	LIMITATIVE	Huanca	kama		k a m a	kama			cerron1976
1157		k a m a -	1578	LIMITATIVE	Huangascar	kama		k a m a	kama			shimelman2017
1322		- - - k a m a	1578	LIMITATIVE	Inga	cama		k a m a	cama, pagcama		pag: personas	tandioy1978
1323		p a g + k a m a	1597	LIMITATIVE	Inga	pagcama		p a g + k a m a	cama, pagcama		pag: personas	tandioy1978
1386		k a m a -	1578	LIMITATIVE	Laraos	kama		k a m a	kama			taylor1990
1475		k a m a -	1578	LIMITATIVE	Lincha-Tana	kama		k a m a	kama			shimelman2017
1569		k a m a -	1578	LIMITATIVE	Pacaraos	kama		k a m a	kama			adelaar1987
1570		k a m a -	1578	LIMITATIVE	Pacaraos	kama		k a m a	kama		El sufijo kuna puede apareer tras cualquier base nominal, salvo cuando esta cumple una función atributiva, sea en conexión directa con un sustantivo, sea acompañando el verbo ka. En estos casos, sin embargo, es posible utilizar el sufijo kama	adelaar1987
1638		k a m a -	1578	LIMITATIVE	Pastaza	kama		k a m a	kama			landerman1973
1706		k a m a n	1578	LIMITATIVE	SanMartin	kaman		k a m a n	kaman			coombs1976
1801		k a m a -	1578	LIMITATIVE	SanPedro	kama		k a m a	kama			shimelman2017
1909		k a m a -	1578	LIMITATIVE	Santiagueno	kama		k a m a	kama			juanatey2020
1997		k a m a -	1578	LIMITATIVE	Tarma	kama		k a m a	kama			adelaar1977
2205		k a m a n		LIMITATIVE	Imbabura	kaman		k a m a n				cole1985
2233		k a m a	1578	LIMITATIVE	HuarazHuailas	kama		k a m a				
2258		ʎ a		LIMITATIVE	Cuzco	lla		ʎ a				
#
77		p a	1603	LOCATIVE	Apuri	pa		p a	pa,pi			shimelman2017
78		p i	1603	LOCATIVE	Apuri	pi		p i	pa,pi			shimelman2017
190		p i	1603	LOCATIVE	Apurimac	pi		p i	pi			camacho2006
287		p i	1603	LOCATIVE	Ayacucho	pi		p i	pi			parker1969
365		p i	1603	LOCATIVE	Azuay	pi		p i	pi			cordero1955
465		p a	1603	LOCATIVE	Cacra-Hongos	pa		p a	pa,pi			shimelman2017
466		p i	1603	LOCATIVE	Cacra-Hongos	pi		p i	pa,pi			shimelman2017
467		ʈ a w	1604	LOCATIVE	Cacra-Hongos	traw		ʈ a w	traw			shimelman2017
548		p i	1603	LOCATIVE	Cajamarca	pi		p i	pi			quesada2006
609		p i	1603	LOCATIVE	Chachapoyas	pi		p i	pi			taylor1979
671		p i	1603	LOCATIVE	Chimborazo	pi		p i	pi			
755		p i	1603	LOCATIVE	Cuzco	pi		p i	pi			cusihuaman1976
843		p i	1603	LOCATIVE	Ferrenafe	pi		p i	pi			
955		tʃ a w	1604	LOCATIVE	Huallaga	čaw		tʃ a w	čaw			
1052		ʈʂ a w	1604	LOCATIVE	Huanca	traw		ʈʂ a w	traw		de ‘trawpi’, “centro”	cerron1976
1158		p a	1603	LOCATIVE	Huangascar	pa		p a	pa,pi			shimelman2017
1159		p i	1603	LOCATIVE	Huangascar	pi		p i	pa,pi			shimelman2017
1250		tʃ a w	1604	LOCATIVE	HuarazHuailas	chaw		tʃ a w	chaw			parker1976
1324		p i	1603	LOCATIVE	Inga	pi		p i	pi, pagpi		pag: personas	tandioy1978
1325		p a x + p i	20 1603	LOCATIVE	Inga	pagpi		p a x + p i	pi, pagpi		pag: personas	tandioy1978
1387		tʂ a w	1604	LOCATIVE	Laraos	ĉaw		tʂ a w	ĉaw			taylor1990
1476		p a	1603	LOCATIVE	Lincha-Tana	pa		p a	pa,pi			shimelman2017
1477		p i	1603	LOCATIVE	Lincha-Tana	pi		p i	pa,pi			shimelman2017
1571		tʂ a w	1604	LOCATIVE	Pacaraos	traw		tʂ a w	traw		indica ubicación	adelaar1987
1639		p i	1603	LOCATIVE	Pastaza	pi		p i	pi			
1707		p i	1603	LOCATIVE	SanMartin	pi		p i	pi			coombs1976
1802		p a	1603	LOCATIVE	SanPedro	pa		p a	pa,pi			shimelman2017
1803		p i	1603	LOCATIVE	SanPedro	pi		p i	pa,pi			shimelman2017
1910		p i	1603	LOCATIVE	Santiagueno	pi		p i	pi,p			juanatey2020
1911		p -	1603	LOCATIVE	Santiagueno	p		p	pi,p			juanatey2020
1998		tʃ u -	1604	LOCATIVE	Tarma	chu		tʃ u	chu			adelaar1977
2206		p i		LOCATIVE	Imbabura	pi		p i				cole1985
#
1999		n j a	1635	LOOK-LIKE	Tarma	nya		n j a	nya		look like a donkey	adelaar1977
#
79		k u	1637	MIDDLE VOICE	Apuri	ku		k u	ku		U	shimelman2017
191		k u	1637	MIDDLE VOICE	Apurimac	ku		k u	ku			camacho2006
288		k u	1637	MIDDLE VOICE	Ayacucho	ku		k u	ku			parker1969
468		k u	1637	MIDDLE VOICE	Cacra-Hongos	ku		k u	ku		U	shimelman2017
549		k u	1637	MIDDLE VOICE	Cajamarca	ku		k u	ku		U	quesada2006
610		k u	1637	MIDDLE VOICE	Chachapoyas	ku		k u	ku			taylor1979
665		r i	1397	MIDDLE VOICE	Chimborazo	ri		r i	ri			
756		k u	1637	MIDDLE VOICE	Cuzco	ku		k u	ku			cusihuaman1976
844		k u	1637	MIDDLE VOICE	Ferrenafe	ku		k u	ku		participa de la acción o saca provecho de las consecuencias. ? Benefactivo?	taylor1982
956		k u	1637	MIDDLE VOICE	Huallaga	ku		k u	ku		Este sufijo es de uso muy común, posee un significado muy difuso, ‘en beneficio de uno mismo’, aproximadamente.	weber1996
1053		k u	1637	MIDDLE VOICE	Huanca	ku		k u	ku			cerron1976
1160		k u	1637	MIDDLE VOICE	Huangascar	ku		k u	ku		U	shimelman2017
1251		k u	1637	MIDDLE VOICE	HuarazHuailas	ku		k u	ku		reflexivizador; U	parker1976
1478		k u	1637	MIDDLE VOICE	Lincha-Tana	ku		k u	ku		U	shimelman2017
1572		k u	1637	MIDDLE VOICE	Pacaraos	ku		k u	ku			adelaar1987
1633		ɾ i	1397	MIDDLE VOICE	Pastaza	ri		ɾ i	ri		ñaccha-ri-ju-n ‘él se está peinando’	
1708		k u	1637	MIDDLE VOICE	SanMartin	ku		k u	ku			coombs1976
1804		k u	1637	MIDDLE VOICE	SanPedro	ku		k u	ku		U	shimelman2017
1912		k u	1637	MIDDLE VOICE	Santiagueno	ku		k u	ku			juanatey2020
2000		k u	1637	MIDDLE VOICE	Tarma	ku		k u	ku			adelaar1977
2071		k u		MIDDLE VOICE	Laraos	ku		k u				
2207		r i		MIDDLE VOICE	Imbabura	ri		r i				cole1985
#
80		s a p a	1656	MULTIPLE POSSESSIVE	Apuri	sapa		s a p a	sapa			shimelman2017
192		s a p a	1656	MULTIPLE POSSESSIVE	Apurimac	sapa		s a p a	sapa			camacho2006
289		s a p a	1656	MULTIPLE POSSESSIVE	Ayacucho	sapa		s a p a	sapa			parker1969
469		s a p a	1656	MULTIPLE POSSESSIVE	Cacra-Hongos	sapa		s a p a	sapa			shimelman2017
550		s a p a	1656	MULTIPLE POSSESSIVE	Cajamarca	sapa		s a p a	sapa			quesada2006
611		s a p a	1656	MULTIPLE POSSESSIVE	Chachapoyas	sapa		s a p a	sapa			taylor1979
672		s a p a	1656	MULTIPLE POSSESSIVE	Chimborazo	sapa		s a p a	sapa			beukema1975
757		s a p a	1656	MULTIPLE POSSESSIVE	Cuzco	sapa		s a p a	sapa			cusihuaman1976
957		s a p a	1656	MULTIPLE POSSESSIVE	Huallaga	sapa		s a p a	sapa			weber1996
1054		s a p a	1656	MULTIPLE POSSESSIVE	Huanca	sapa		s a p a	sapa, taa		-taa only in very few regions	cerron1976
1055		t a a	1657	MULTIPLE POSSESSIVE	Huanca	taa		t a a	sapa, taa		-taa only in very few regions	cerron1976
1161		s a p a	1656	MULTIPLE POSSESSIVE	Huangascar	sapa		s a p a	sapa			shimelman2017
1252		s a p a	1656	MULTIPLE POSSESSIVE	HuarazHuailas	sapa		s a p a	sapa			parker1976
1479		s a p a	1656	MULTIPLE POSSESSIVE	Lincha-Tana	sapa		s a p a	sapa			shimelman2017
1640		s a p a	1656	MULTIPLE POSSESSIVE	Pastaza	sapa		s a p a	sapa			landerman1973
1709		s a p a	1656	MULTIPLE POSSESSIVE	SanMartin	sapa		s a p a	sapa			coombs1976
1805		s a p a	1656	MULTIPLE POSSESSIVE	SanPedro	sapa		s a p a	sapa			shimelman2017
1913		s a p a	1656	MULTIPLE POSSESSIVE	Santiagueno	sapa		s a p a	sapa		adjective	juanatey2020
2001		s a p a	1656	MULTIPLE POSSESSIVE	Tarma	sapa		s a p a	sapa			adelaar1977
2090		s a p a		MULTIPLE POSSESSIVE	Pacaraos	sapa		s a p a				
2208		s a p a		MULTIPLE POSSESSIVE	Imbabura	sapa		s a p a				cole1985
#
81		p u k u	1676	MUTUAL BENEFIT	Apuri	puku		p u k u	puku			shimelman2017
470		p u k u	1676	MUTUAL BENEFIT	Cacra-Hongos	puku		p u k u	puku			shimelman2017
1162		p u k u	1676	MUTUAL BENEFIT	Huangascar	puku		p u k u	puku			shimelman2017
1480		p u k u	1676	MUTUAL BENEFIT	Lincha-Tana	puku		p u k u	puku			shimelman2017
1806		p u k u	1676	MUTUAL BENEFIT	SanPedro	puku		p u k u	puku			shimelman2017
#
82		tʃ u	1682	NEGATION	Apuri	chu		tʃ u	chu			shimelman2017
193		tʃ u	1682	NEGATION	Apurimac	chu		tʃ u	chu			camacho2006
290		tʃ u	1682	NEGATION	Ayacucho	ču		tʃ u	ču			
366		tʃ u	1682	NEGATION	Azuay	chu		tʃ u	chu			cordero1955
471		tʃ u	1682	NEGATION	Cacra-Hongos	chu		tʃ u	chu			shimelman2017
551		tʃ u	1682	NEGATION	Cajamarca	chu		tʃ u	chu			quesada2006
612		tʃ u	1682	NEGATION	Chachapoyas	ču		tʃ u	ču			taylor1979
673		tʃ u	1682	NEGATION	Chimborazo	cu		tʃ u	cu			
758		tʃ u	1682	NEGATION	Cuzco	chu		tʃ u	chu			cusihuaman1976
958		tʃ u	1682	NEGATION	Huallaga	ču		tʃ u	ču			
1056		tʃ u	1682	NEGATION	Huanca	chu		tʃ u	chu			cerron1976
1163		tʃ u	1682	NEGATION	Huangascar	chu		tʃ u	chu			shimelman2017
1326		tʃ u	1682	NEGATION	Inga	chu		tʃ u	chu			tandioy1978
1388		tʃ u	1682	NEGATION	Laraos	chu		tʃ u	chu			taylor1990
1481		tʃ u	1682	NEGATION	Lincha-Tana	chu		tʃ u	chu			shimelman2017
1641		tʃ u	1682	NEGATION	Pastaza	chu		tʃ u	chu			
1710		tʃ u	1682	NEGATION	SanMartin	chu		tʃ u	chu			coombs1976
1807		tʃ u	1682	NEGATION	SanPedro	chu		tʃ u	chu			shimelman2017
1914		tʃ u	1682	NEGATION	Santiagueno	chu		tʃ u	chu		infrequent, impolite	juanatey2020
2002		tʃ u	1682	NEGATION	Tarma	chu		tʃ u	chu			adelaar1977
2088		s u		NEGATION	Pacaraos	su		s u				
2209		tʃ u		NEGATION	Imbabura	chu		tʃ u				cole1985
2236		ts u	1682	NEGATION	HuarazHuailas	tsu		ts u				
#
1573		tʂ aː ɾ i	1703	NOCIVE ACTION	Pacaraos	traari		tʂ aː ɾ i	traari		Efectuada de manera muy superficial, con mala intensión	adelaar1987
#
959		p a	1705	NOMINALIZER	Huallaga	pa		p a	pa		No muy productivo. /kaña-pa/ ‘área quemada para que rebrote el pasto’, /wiʎa-pa/ ‘noticias’, /puču-pa/ ‘sobras, sobrantes’	weber1996
960		ʃ a	1707	NOMINALIZER	Huallaga	ša		ʃ a	ša			
1253		n q a	1706	NOMINALIZER	HuarazHuailas	nqa		n q a	nqa			parker1976
1574		n q a	1706	NOMINALIZER	Pacaraos	nqa		n q a	nqa		no concluido	adelaar1987
2003		n q a	1706	NOMINALIZER	Tarma	nqa		n q a	nqa			adelaar1977
#
83		n - a	1711	NOMINALIZER NA	Apuri	na		n a	na			shimelman2017
194		n - a	1711	NOMINALIZER NA	Apurimac	na		n a	na			camacho2006
291		n - a	1711	NOMINALIZER NA	Ayacucho	na		n a	na			parker1969
367		n g a	21	NOMINALIZER NA	Azuay	nga		n g a	nga		nqa?	cordero1955
472		n - a	1711	NOMINALIZER NA	Cacra-Hongos	na		n a	na			shimelman2017
552		n - a	1711	NOMINALIZER NA	Cajamarca	na		n a	na			quesada2006
613		n - a	1711	NOMINALIZER NA	Chachapoyas	na		n a	na			taylor1979
674		n - a	1711	NOMINALIZER NA	Chimborazo	na		n a	na		Concretizador	
845		n - a	1711	NOMINALIZER NA	Ferrenafe	na		n a	na		Concretizador.	
961		n - a	1711	NOMINALIZER NA	Huallaga	na		n a	na		Concretizador, casi siempre precedido por -kU ‘REFlexivo	weber1996
1057		n - a	1711	NOMINALIZER NA	Huanca	na		n a	na			cerron1976
1164		n - a	1711	NOMINALIZER NA	Huangascar	na		n a	na			shimelman2017
1254		n - a	1711	NOMINALIZER NA	HuarazHuailas	na		n a	na		participio potencial	parker1976
1327		n g a	21	NOMINALIZER NA	Inga	nga		n g a	nga		nqa?	tandioy1978
1389		n - a	1711	NOMINALIZER NA	Laraos	na		n a	na		Concretizador	taylor1990
1482		n - a	1711	NOMINALIZER NA	Lincha-Tana	na		n a	na			shimelman2017
1575		n - a	1711	NOMINALIZER NA	Pacaraos	na		n a	na		Concretizador	adelaar1987
1642		n - a	1711	NOMINALIZER NA	Pastaza	na		n a	na		Indica una acción posterior. También forma un sustantivo que se refiere a la acción del verbo en abstracto.	landerman1973
1711		n - a	1711	NOMINALIZER NA	SanMartin	na		n a	na			coombs1976
1808		n - a	1711	NOMINALIZER NA	SanPedro	na		n a	na			shimelman2017
1915		n - a	1711	NOMINALIZER NA	Santiagueno	na		n a	na		nmlz posterior	juanatey2020
2004		n - a	1711	NOMINALIZER NA	Tarma	na		n a	na			adelaar1977
2210		n a		NOMINALIZER NA	Imbabura	na		n a				cole1985
2260		n a	1711	NOMINALIZER NA	Cuzco	na		n a				
#
84		k u n a	1734	NON-EXHAUSTIVE	Apuri	kuna		k u n a	kuna			shimelman2017
473		k u n a	1734	NON-EXHAUSTIVE	Cacra-Hongos	kuna		k u n a	kuna			shimelman2017
1165		k u n a	1734	NON-EXHAUSTIVE	Huangascar	kuna		k u n a	kuna			shimelman2017
1483		k u n a	1734	NON-EXHAUSTIVE	Lincha-Tana	kuna		k u n a	kuna			shimelman2017
1809		k u n a	1734	NON-EXHAUSTIVE	SanPedro	kuna		k u n a	kuna			shimelman2017
1916		i m a	1735	NON-EXHAUSTIVE	Santiagueno	ima		i m a	ima		particle, postponed	juanatey2020
#
759		n a	1741	OBLIGATIVE	Cuzco	na		n a	na			cusihuaman1976
#
760		i ɾ u	1743	OCCUPATIONAL	Cuzco	iru		i ɾ u	iru, ira			cusihuaman1976
761		i ɾ a	1743	OCCUPATIONAL	Cuzco	ira		i ɾ a	iru, ira			cusihuaman1976
#
