ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SOURCE	TOKENS	VALUE	NOTE	BORROWING
1521	k a + n i	234 235	1S VERBAL	Pacaraos	ka-ni	adelaar1987	k a + n i	ka-ni		
1522	ç a q -	280	1S VERBAL FUTURE	Pacaraos	shaq	adelaar1987	ç a q	shaq		
1523	m u	338	2S OBJECT	Pacaraos	mu	adelaar1987	m u	mu		
1524	j k i	348	2S POSSESSOR	Pacaraos	yki	adelaar1987	j k i	yki,		
1525	m aː + i k i	4 370	2S SUBJECT 1S OBJECT	Pacaraos	maayki	adelaar1987	m aː + i k i	maayki		
1526	- k i	370	2S VERBAL	Pacaraos	ki	adelaar1987	k i	yki		
1527	n q a	446	3S FUTURE	Pacaraos	nqa	adelaar1987	n q a	nqa		
1528	n	466	3S POSSESSOR	Pacaraos	n	adelaar1987	n	n		
1529	m aː + n s i	4 486	3S SUBJECT 1PL OBJECT	Pacaraos	maansi	adelaar1987	m aː + n s i	maansi		
1530	m aː + n	4 546	3S SUBJECT 1S OBJECT	Pacaraos	maan	adelaar1987	m aː + n	maan		
1531	ç u + n	337 528	3S SUBJECT 2S OBJECT	Pacaraos	shun	adelaar1987	ç u + n	shun		
1532	n	546	3S VERBAL	Pacaraos	n	adelaar1987	n	n		
1533	p i q - -	5	ABLATIVE	Pacaraos	piq	adelaar1987	p i q	piq, piqta		
1534	p i q t a	5	ABLATIVE	Pacaraos	piqta	adelaar1987	p i q t a	piq, piqta		
1535	k t a	10	ACCUSATIVE	Pacaraos	kta	adelaar1987	k t a	kta		
1536	q	674	AGENTIVE	Pacaraos	q	adelaar1987	q	q		
1537	q	674	AGENTIVE	Pacaraos	q	adelaar1987	q	q, shqa		
1539	tʃ a q	711	AUGMENTATIVE	Pacaraos	chaq	adelaar1987	tʃ a q	chaq, traq	con adjetivos de tamaño	
1540	tʂ a q	711	AUGMENTATIVE	Pacaraos	traq	adelaar1987	tʂ a q	chaq, traq	con adjetivos de tamaño	
1541	p a q	720	BENEFACTIVE	Pacaraos	paq	adelaar1987	p a q	paq		
1542	s i	766	CAUSATIVE	Pacaraos	si	adelaar1987	s i	si		
1543	m u	800	CISLOCATIVE	Pacaraos	mu	adelaar1987	m u	mu		
1544	n a w	9	COMPARATIVE	Pacaraos	naw	adelaar1987	n a w	naw		
1547	m a n	853	CONDITIONAL	Pacaraos	man	adelaar1987	m a n	man		
1548	ɾ a q	877	CONTINUATIVE	Pacaraos	raq	adelaar1987	ɾ a q	raa		
1549	m a n	911	DATIVE/ILATIVE	Pacaraos	man	adelaar1987	m a n	man		
1550	n aː - -	939	DESIDERATIVE	Pacaraos	naa	adelaar1987	n aː	naa		
1551	- j k u	1007	DIRECTIONAL INSIDE	Pacaraos	yku	adelaar1987	j k u	yku	o hacia lugar indicado	
1552	ɾ q u	1014	DIRECTIONAL OUTSIDE	Pacaraos	rqu	adelaar1987	ɾ q u	rqu		
1553	ɾ p u	1000	DIRECTIONAL DOWN	Pacaraos	rpu	adelaar1987	ɾ p u	rpu		
1554	ɾ k u	993	DIRECTIONAL UP	Pacaraos	rku	adelaar1987	ɾ k u	rku	acción realizada en interés social	
1555	i k aː	16	PROGRESSIVE	Pacaraos	ykaa	adelaar1987	i k aː	ykaa		
1556	s aː	1272	FACTIVE	Pacaraos	saa	adelaar1987	s aː	saa		
1557	q a	1349	HEIGHT	Pacaraos	qa	adelaar1987	q a	qa		
1558	i	30	IMPERATIVE	Pacaraos	y	adelaar1987	i	y		
1559	ç u n	1386	IMPERATIVE 1P	Pacaraos	shun	adelaar1987	ç u n	shun		
1560	- ɾ i	1397	INCEPTIVE	Pacaraos	ri	adelaar1987	ɾ i	ri		
1561	- ɾ i	1397	INCEPTIVE	Pacaraos	ri	adelaar1987	ɾ i	ri		
1562	j aː	1419	INCHOATIVE	Pacaraos	yaa	adelaar1987	j aː	yaa		
1563	n t i -	1443	INCLUSIVE	Pacaraos	nti	adelaar1987	n t i	nti		
1564	s u n	1486	INJUNCTIVE	Pacaraos	sun	adelaar1987	s u n	sun		
1565	w a n	1507	INSTRUMENTAL-COMITATIVE	Pacaraos	wan	adelaar1987	w a n	wan		
1566	w a n	1507	INSTRUMENTAL-COMITATIVE	Pacaraos	wan	adelaar1987	w a n	wan		
1567	l ( - ) j aː ( - )	20	INTENSIFIER	Pacaraos	lyaa	adelaar1987	l j aː	lyaa		
1568	t i j aː	1549	INTERRUPTED ACTION	Pacaraos	tyaa	adelaar1987	t i j aː	tyaa	cognative with simulative tija?	
1569	k a m a -	1578	LIMITATIVE	Pacaraos	kama	adelaar1987	k a m a	kama		
1570	k a m a -	1578	LIMITATIVE	Pacaraos	kama	adelaar1987	k a m a	kama	El sufijo kuna puede apareer tras cualquier base nominal, salvo cuando esta cumple una función atributiva, sea en conexión directa con un sustantivo, sea acompañando el verbo ka. En estos casos, sin embargo, es posible utilizar el sufijo kama	
1571	tʂ au	1604	LOCATIVE	Pacaraos	traw	adelaar1987	tʂ au	traw		
1572	k u	1637	MIDDLE VOICE	Pacaraos	ku	adelaar1987	k u	ku		
1573	tʂ aː ɾ i	1703	NOCIVE ACTION	Pacaraos	traari	adelaar1987	tʂ aː ɾ i	traari	Efectuada de manera muy superficial, con mala intensión	
1574	n q a	1706	NOMINALIZER NQA	Pacaraos	nqa	adelaar1987	n q a	nqa	no concluido	
1575	n a	1711	NOMINALIZER NA	Pacaraos	na	adelaar1987	n a	na	Concretizador	
1576	m a j i	1746	PARTNERSHIP	Pacaraos	mayi	adelaar1987	m a j i	mayi	markamayi, paisano	
1577	k aː	1758	PASSIVE ACCIDENTAL	Pacaraos	kaa	adelaar1987	k aː	kaa		
1578	ɾ q a	1770	PAST TENSE	Pacaraos	rqa	adelaar1987	ɾ q a	rqa		
1579	ɾ q u	1770	PAST TENSE	Pacaraos	rqu	adelaar1987	ɾ q u	rqu		
1580	ç q a	1800	PERFECT	Pacaraos	shqa	adelaar1987	ç q a	shqa, sh	PERFECTO? Reducido cuando hay verbo auxiliar	
1582	k u n a	1855	PLURAL	Pacaraos	kuna	adelaar1987	k u n a	kuna		
1583	j u q ( - - )	1887	POSSESSIVE	Pacaraos	yuq	adelaar1987	j u q	yuq, naq		
1584	n a - - q	1913	PRIVATIVE	Pacaraos	naq	adelaar1987	n a q	yuq, naq		
1585	ɾ ai k u	1948	REASON	Pacaraos	rayku	adelaar1987	ɾ ai k u	rayku		
1587	ɲ a q	2022	REPORTATIVE PAST TENSE	Pacaraos	ñaq	adelaar1987	ɲ a q	ñaq		
1588	l a	2039	RESTRICTIVE	Pacaraos	la	adelaar1987	l a	la	indica restricción o disminuye la importancia del acto referido por el verbo al cual se añade	
1589	s i k a n	2095	SIZE	Pacaraos	sikan	adelaar1987	s i k a n	sikan	solo en demostrativos	
1590	ç p a	2113	SUBORDINATOR IDSUB	Pacaraos	shpa	adelaar1987	ç p a	shpa	se reduce a sh a final de palabra	
1591	p t i	2144	SUBORDINATOR DIFFSUB	Pacaraos	pti	adelaar1987	p t i	pti		
1592	p a	2201	VERBAL BENEFACTIVE	Pacaraos	pa	adelaar1987	p a	pa	también marca el poseedor en una relación de posesión.	
1593	p u	2201	VERBAL BENEFACTIVE	Pacaraos	pu	adelaar1987	p u	pu		
1594	p aː	2008	REPETITIVE	Pacaraos	paa	adelaar1987	p aː	paa	intensivo… indica perseverancio en la acción referida	
1595	w a	3	1 OBJECT	Pastaza	wa	landerman1973	w a	wa		
1596	j k i	24	1S SUBJECT 2S OBJECT	Pastaza	yki	landerman1973	j k i	yki		
1599	n tʃ i -	58	1PL POSSESSOR	Pastaza	nchi	landerman1973	n tʃ i	nchi		
1601	n tʃ i -	58	1PL VERBAL	Pastaza	nchi	landerman1973	n tʃ i	nchi		
1602	ʃ u n	111	1PL VERBAL FUTURE	Pastaza	shun	landerman1973	ʃ u n	shun		
1603	t a n t a + j	155 156	1S POSSESSOR	Pastaza	tanta-y	landerman1973	t a n t a + j	tanta-y	/-ni/ tras C	
1604	ʃ k a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Pastaza	shkayki	landerman1973	ʃ k a + j k i	shkayki		
1605	k a + n i	234 235	1S VERBAL	Pastaza	ka-ni	landerman1973	k a + n i	ka-ni		
1606	ʃ a - -	280	1S VERBAL FUTURE	Pastaza	sha	landerman1973	ʃ a	sha		
1608	j k i	348	2S POSSESSOR	Pastaza	yki	landerman1973	j k i	yki	/-ki/ tras C	
1609	n g i	370	2S VERBAL	Pastaza	ngi	landerman1973	n g i	ngi		
1610	n g a k u n a	428	3PL FUTURE	Pastaza	ngakuna	landerman1973	n g a k u n a	ngakuna		
1613	n g a	446	3S FUTURE	Pastaza	nga	landerman1973	n g a	nga		
1614	n	466	3S POSSESSOR	Pastaza	n	landerman1973	n	n	ø tras C	
1615	n	546	3S VERBAL	Pastaza	n	landerman1973	n	n		
1616	m a n d a	571	ABLATIVE	Pastaza	manda	landerman1973	m a n d a	manda	Wasi-manda llucshi-shca ‘Salió de la casa’, Caspi-manda rura-shca ‘Lo hizo de madera’, Ima-manda rima-ju-n ‘¿De qué está hablando?	
1617	t a	614	ACCUSATIVE	Pastaza	ta	landerman1973	t a	ta		
1618	p a s	639	ADDITIVE	Pastaza	pas	landerman1973	p a s	pas		
1619	p a -	720	BENEFACTIVE	Pastaza	pa	landerman1973	p a	pa		
1620	tʃ i	766	CAUSATIVE	Pastaza	chi	landerman1973	tʃ i	chi		
1621	m a	800	CISLOCATIVE	Pastaza	ma	landerman1973	m a	ma	/Sacha-ma/ ‘Al monte’	
1622	m a -	853	CONDITIONAL	Pastaza	ma	landerman1973	m a	ma		
1623	ɾ a j a	8	UNINTERRUPTED ACTION	Pastaza	raya	landerman1973	ɾ a j a	raya		
1624	n a j a	939	DESIDERATIVE	Pastaza	naya	landerman1973	n a j a	naya		
1625	s t u -	14	DIMINUTIVE	Pastaza	stu	landerman1973	s t u	stu		esp
1626	- - x u	17	PROGRESSIVE	Pastaza	xu	landerman1973	x u	xu		
1627	m i	1157	EVIDENTIAL DIRECT	Pastaza	mi	landerman1973	m i	mi		
1628	ʃ i	1198	EVIDENTIAL REPORTATIVE	Pastaza	shi	landerman1973	ʃ i	shi		
1629	p a j a	7	REPETITIVE	Pastaza	paya	landerman1973	p a j a	paya		
1630	p a -	1315	GENITIVE	Pastaza	pa	landerman1973	p a	pa		
1631	i	30	IMPERATIVE	Pastaza	y	landerman1973	i	y		
1632	j tʃ i	1362	IMPERATIVE 1P	Pastaza	ychi	landerman1973	j tʃ i	ychi		
1633	- ɾ i	1397	MIDDLE VOICE	Pastaza	ri	landerman1973	ɾ i	ri	ñaccha-ri-ju-n ‘él se está peinando’	
1634	j a	1419	INCHOATIVE	Pastaza	ya	landerman1973	j a	ya		
1635	n a	1711	INFINITIVE	Pastaza	na	landerman1973	n a	na	-y only for imperative	
1636	tʃ u n	1486	INJUNCTIVE	Pastaza	chun	landerman1973	tʃ u n	chun		
1637	w a	15	INSTRUMENTAL-COMITATIVE	Pastaza	wa	landerman1973	w a	wa		
1638	k a m a -	1578	LIMITATIVE	Pastaza	kama	landerman1973	k a m a	kama		
1639	p i	1603	LOCATIVE	Pastaza	pi	landerman1973	p i	pi		
1640	s a p a	1656	MULTIPLE POSSESSIVE	Pastaza	sapa	landerman1973	s a p a	sapa		
1641	tʃ u	1682	NEGATION	Pastaza	chu	landerman1973	tʃ u	chu		
1642	n a	1711	NOMINALIZER NA	Pastaza	na	landerman1973	n a	na	Indica una acción posterior. También forma un sustantivo que se refiere a la acción del verbo en abstracto.	
1643	ɾ k a	1770	PAST TENSE	Pastaza	rka	landerman1973	ɾ k a	rka		
1644	ʃ k a	1800	PERFECT	Pastaza	shka	landerman1973	ʃ k a	shka		
1645	ʃ k a	1800	PERFECTIVIZER	Pastaza	shka	landerman1973	ʃ k a	shka	Se usa cuando la acción del verbo nominalizado es simultánea o anterior a la del verbo principal.	
1647	k u n a	1855	PLURAL	Pastaza	kuna	landerman1973	k u n a	kuna,guna		
1648	g u n a	1855	PLURAL	Pastaza	guna	landerman1973	g u n a	kuna,guna		
1649	ɾ ai k u	1948	REASON	Pastaza	rayku	landerman1973	ɾ ai k u	rayku		
1651	n a k u	1976	RECIPROCAL	Pastaza	naku	landerman1973	n a k u	naku		
1653	ʃ p a	2113	SUBORDINATOR IDSUB	Pastaza	shpayki	landerman1973	ʃ p a	shpayki	CORREFERENCIALIDAD	
1654	k a	2178	TOPIC	Pastaza	ka	landerman1973	k a	ka		
1655	ɾ a	11	UNINTERRUPTED ACTION	Pastaza	ra	landerman1973	ɾ a	ra		
1656	p u	2201	VERBAL BENEFACTIVE	Pastaza	pu	landerman1973	p u	pu, pa	/-pa/ cuando el beneficiario es la 1ra persona.	
1657	p a	2201	VERBAL BENEFACTIVE	Pastaza	pa	landerman1973	p a	pu, pa	/-pa/ cuando el beneficiario es la 1ra persona.	
1658	ɲ a	1019	DISCONTINUATIVE	Pastaza	ña	landerman1973	ɲ a	ña		
1659	n d a	2287	VIA	Pastaza	nda	landerman1973	n d a	nda	/Quiwrara-nda/ ‘Por la quebrada’; n+ta?	
1660	w a	3	1 OBJECT	SanMartin	wa	coombs1976	w a	wa		
1661	j k i	24	1S SUBJECT 2S OBJECT	SanMartin	yki	coombs1976	j k i	yki		
1662	n tʃ i -	58	1PL POSSESSOR	SanMartin	nchi	coombs1976	n tʃ i	nchi		
1663	ʃ u n + - tʃ i -	111 58	1PL VERBAL FUTURE	SanMartin	shunchi	coombs1976	ʃ u n + tʃ i	shunchi, shun, shunsapa	shun: dual; sun-chi, shun-sapa: inclusivo plural	
1664	ʃ u n	111	1PL VERBAL FUTURE	SanMartin	shun	coombs1976	ʃ u n	shunchi, shun, shunsapa	shun: dual; sun-chi, shun-sapa: inclusivo plural	
1665	ʃ u n + s a p a	111 23	1PL VERBAL FUTURE	SanMartin	shunsapa	coombs1976	ʃ u n + s a p a	shunchi, shun, shunsapa	shun: dual; sun-chi, shun-sapa: inclusivo plural	
1666	t a n t a + j	155 156	1S POSSESSOR	SanMartin	tanta-y	coombs1976	t a n t a + j	tanta-y		
1667	k a + n i	234 235	1S VERBAL	SanMartin	ka-ni	coombs1976	k a + n i	ka-ni		
1668	ʃ a - -	280	1S VERBAL FUTURE	SanMartin	sha	coombs1976	ʃ a	sha	sha-sapa: exclusive	
1669	j k i	348	2S POSSESSOR	SanMartin	yki	coombs1976	j k i	yki	chi en plural	
1670	w a + n k i	3 370	2S SUBJECT 1S OBJECT	SanMartin	wanki	coombs1976	w a + n k i	wanki		
1671	n k i	370	2S VERBAL	SanMartin	nki	coombs1976	n k i	nki		
1672	n	466	3S POSSESSOR	SanMartin	n	coombs1976	n	n		
1673	ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	SanMartin	shunki	coombs1976	ʃ u + n k i	shunki	lamas: not restricted to 3Subjet	
1674	m a n t a	571	ABLATIVE	SanMartin	manta	coombs1976	m a n t a	manta		
1675	t a	614	ACCUSATIVE	SanMartin	ta	coombs1976	t a	ta		
1676	p i ʃ	639	ADDITIVE	SanMartin	pish	coombs1976	p i ʃ	pish		
1677	k	674	AGENTIVE	SanMartin	k	coombs1976	k	k		
1678	p a -	720	BENEFACTIVE	SanMartin	pa	coombs1976	p a	pa	same as genitive	
1679	t a -	754	INTERROGATION	SanMartin	tá	coombs1976	t a	tá, rá	both ta/ra alternan with i; asking for new information, certain modality of questions	
1680	- r i	1095	DISCURSIVE	SanMartin	ri	coombs1976	r i	tá, rá		
1681	tʃ i	766	CAUSATIVE	SanMartin	chi	coombs1976	tʃ i	chi		
1682	m u	800	CISLOCATIVE	SanMartin	mu	coombs1976	m u	mu		
1683	ʃ i n a	824	COMPARATIVE	SanMartin	shina	coombs1976	ʃ i n a	shina		
1684	m a n	853	CONDITIONAL	SanMartin	man	coombs1976	m a n	man		
1685	r a j a	8	UNINTERRUPTED ACTION	SanMartin	raya	coombs1976	r a j a	raya		
1686	m a n	911	DATIVE/ILATIVE	SanMartin	man	coombs1976	m a n	man		
1687	n a j a	939	DESIDERATIVE	SanMartin	naya	coombs1976	n a j a	naya		
1688	n a	2270	VERBALIZER	SanMartin	na	coombs1976	n a	na		
1689	i k a	16	PROGRESSIVE	SanMartin	yka	coombs1976	i k a	yka		
1690	- ( - ) j a ( - )	20	INTENSIFIER	SanMartin	ya	coombs1976	j a	ya		
1691	tʃ a	18	EVIDENTIAL CONJECTURAL	SanMartin	cha	coombs1976	tʃ a	cha		
1692	m i	1157	EVIDENTIAL DIRECT	SanMartin	mi	coombs1976	m i	mi		
1693	ʃ i	1198	EVIDENTIAL REPORTATIVE	SanMartin	shi	coombs1976	ʃ i	shi		
1694	p u r a	1256	EXCLUSIVE	SanMartin	pura	coombs1976	p u r a	pura	„only men“	
1695	tʃ a	1272	FACTIVE	SanMartin	cha	coombs1976	tʃ a	cha	to make	
1696	p a j a	7	REPETITIVE	SanMartin	paya	coombs1976	p a j a	paya		
1697	p a -	1315	GENITIVE	SanMartin	pa	coombs1976	p a	pa		
1698	i	30	IMPERATIVE	SanMartin	y	coombs1976	i	y		
1699	ʃ u n	1386	IMPERATIVE 1P	SanMartin	shun	coombs1976	ʃ u n	shun		
1700	- r i	1397	INCEPTIVE	SanMartin	ri	coombs1976	r i	ri		
1701	j a	1419	INCHOATIVE	SanMartin	ya	coombs1976	j a	ya		
1702	n t i n	1443	INCLUSIVE	SanMartin	ntin	coombs1976	n t i n	ntin		
1703	i	30	INFINITIVE	SanMartin	y	coombs1976	i	y		
1704	tʃ u n	1486	INJUNCTIVE	SanMartin	chun	coombs1976	tʃ u n	chun	sapa for plural	
1705	w a n	1507	INSTRUMENTAL-COMITATIVE	SanMartin	wan	coombs1976	w a n	wan		
1706	k a m a n	1578	LIMITATIVE	SanMartin	kaman	coombs1976	k a m a n	kaman		
1707	p i	1603	LOCATIVE	SanMartin	pi	coombs1976	p i	pi		
1708	k u	1637	MIDDLE VOICE	SanMartin	ku	coombs1976	k u	ku		
1709	s a p a	1656	MULTIPLE POSSESSIVE	SanMartin	sapa	coombs1976	s a p a	sapa		
1710	tʃ u	1682	NEGATION	SanMartin	chu	coombs1976	tʃ u	chu		
1711	n a	1711	NOMINALIZER NA	SanMartin	na	coombs1976	n a	na		
1712	r k a	1770	PAST TENSE	SanMartin	rka	coombs1976	r k a	rka		
1713	ʃ k a	1800	PERFECT	SanMartin	shka	coombs1976	ʃ k a	shka		
1714	ʃ k a	1800	PERFECTIVIZER	SanMartin	shka	coombs1976	ʃ k a	shka		
1715	k u n a	1855	PLURAL	SanMartin	kuna	coombs1976	k u n a	kuna		
1716	j u k ( - - )	1887	POSSESSIVE	SanMartin	yuk	coombs1976	j u k	yuk	el que tiene...	
1717	ɾ ai k u	1948	REASON	SanMartin	rayku	coombs1976	ɾ ai k u	rayku		
1718	n a k u	1976	RECIPROCAL	SanMartin	naku	coombs1976	n a k u	naku		
1719	ʎ a	2039	RESTRICTIVE	SanMartin	lla	coombs1976	ʎ a	lla	no más, solamente	
1720	ʃ p a	2113	SUBORDINATOR IDSUB	SanMartin	shpa	coombs1976	ʃ p a	shpa	no distinguishing wrt adverbial subord	
1721	p t i	2144	SUBORDINATOR DIFFSUB	SanMartin	pti	coombs1976	p t i	pti, kti		
1722	k t i	2144	SUBORDINATOR DIFFSUB	SanMartin	kti	coombs1976	k t i	pti, kti		
1723	q a	2178	TOPIC	SanMartin	qa	coombs1976	q a	qa		
1724	r a	11	UNINTERRUPTED ACTION	SanMartin	ra	coombs1976	r a	ra		
1725	- s a p a	2263	VERBAL PLURAL	SanMartin	sapa	coombs1976	s a p a	sapa		
1726	m a	4	1 OBJECT	SanPedro	ma	shimelman2017	m a	ma		
1727	j k i	24	1S SUBJECT 2S OBJECT	SanPedro	yki	shimelman2017	j k i	yki		
1728	n tʃ i k	58	1PL POSSESSOR	SanPedro	nchik	shimelman2017	n tʃ i k	nchik		
1729	n tʃ i k	58	1PL VERBAL	SanPedro	nchik	shimelman2017	n tʃ i k	nchik		
1730	tʃ u - + w a n	111 3	1PL VERBAL CONDITIONAL	SanPedro	chuwan	shimelman2017	tʃ u + w a n	chuwan		
1731	ʃ u n	111	1PL VERBAL FUTURE	SanPedro	shun	shimelman2017	ʃ u n	shun		
1732	t a n t a + ø/a	155 31	1S POSSESSOR	SanPedro	tantaː	shimelman2017	t a n t a + ø/a	tantaː		
1733	ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	SanPedro	shqayki	shimelman2017	ʃ q a + j k i	shqayki	variation between sh and s	
1734	k aː/a + ø/a	234 236	1S VERBAL	SanPedro	kaː	shimelman2017	k aː/a + ø/a	kaː		
1735	ʃ a q -	280	1S VERBAL FUTURE	SanPedro	shaq	shimelman2017	ʃ a q	shaq		
1736	n k i + m a n	326 40	2S CONDITIONAL	SanPedro	nki-man	shimelman2017	n k i + m a n	waq		
1737	ʃ u - - -	337	2S OBJECT	SanPedro	shu	shimelman2017	ʃ u	shu		
1738	j k i	348	2S POSSESSOR	SanPedro	yki	shimelman2017	j k i	yki		
1739	w a + n k i	3 370	2S SUBJECT 1S OBJECT	SanPedro	wanki	shimelman2017	w a + n k i	wanki		
1740	n k i	370	2S VERBAL	SanPedro	nki	shimelman2017	n k i	nki		
1741	n q a	446	3S FUTURE	SanPedro	nqa	shimelman2017	n q a	nqa		
1742	n	466	3S POSSESSOR	SanPedro	n	shimelman2017	n	n		
1743	m a + n tʃ i k	4 486	3S SUBJECT 1PL OBJECT	SanPedro	manchik	shimelman2017	m a + n tʃ i k	manchik		
1744	m a + n	4 546	3S SUBJECT 1S OBJECT	SanPedro	man	shimelman2017	m a + n	man		
1745	ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	SanPedro	shunki	shimelman2017	ʃ u + n k i	shunki		
1746	n	546	3S VERBAL	SanPedro	n	shimelman2017	n	n		
1747	p a q	1	ABLATIVE	SanPedro	paq	shimelman2017	p a q	paq		
1748	- ʃ i	598	ACCOMPANIMENT	SanPedro	shi	shimelman2017	ʃ i	shi,si		
1749	- s i	598	ACCOMPANIMENT	SanPedro	si	shimelman2017	s i	shi,si		
1750	t a	614	ACCUSATIVE	SanPedro	ta	shimelman2017	t a	ta		
1751	p i s	639	ADDITIVE	SanPedro	pis	shimelman2017	p i s	pis,s		
1753	q	674	AGENTIVE	SanPedro	q	shimelman2017	q	q		
1754	p a q	720	BENEFACTIVE	SanPedro	paq	shimelman2017	p a q	paq		
1755	tʃ i	766	CAUSATIVE	SanPedro	chi	shimelman2017	tʃ i	chi		
1757	m u	800	CISLOCATIVE	SanPedro	mu	shimelman2017	m u	mu		
1758	h i n a	824	COMPARATIVE	SanPedro	hina	shimelman2017	h i n a	hina		
1759	m a n	853	CONDITIONAL	SanPedro	man	shimelman2017	m a n	man		
1760	ɾ a q	877	CONTINUATIVE	SanPedro	raq	shimelman2017	ɾ a q	raq		
1761	m a n	911	DATIVE/ILATIVE	SanPedro	man	shimelman2017	m a n	man		
1762	n a j a	939	DESIDERATIVE	SanPedro	naya	shimelman2017	n a j a	naya		
1763	ɾ a j a	968	DETRANSITIVIZER	SanPedro	raya	shimelman2017	ɾ a j a	raya		
1764	tʃ a	976	DIMINUTIVE	SanPedro	cha	shimelman2017	tʃ a	cha		
1765	ɲ a	1019	DISCONTINUATIVE	SanPedro	ña	shimelman2017	ɲ a	ña		
1766	tʃ u	1029	DISJUNCTIVE	SanPedro	chu	shimelman2017	tʃ u	chu		
1767	tʃ ai	1036	DISTAL DEMONSTRATIVE	SanPedro	chay	shimelman2017	tʃ ai	chay		
1768	w a k	1046	DISTAL REMOVED DEMONSTRATIVE	SanPedro	wak	shimelman2017	w a k	wak		
1770	j - a	16	PROGRESSIVE	SanPedro	ya	shimelman2017	j a	ya		
1771	a ɾ i	1095	EMPHATIC	SanPedro	ari	shimelman2017	a ɾ i	ari		
1773	ʈ i	18	EVIDENTIAL CONJECTURAL	SanPedro	tri	shimelman2017	ʈ i	tri,tr		
1774	ʈ -	18	EVIDENTIAL CONJECTURAL	SanPedro	tr	shimelman2017	ʈ	tri,tr		
1775	m i	1157	EVIDENTIAL DIRECT	SanPedro	mi	shimelman2017	m i	mi,m		
1776	m -	1157	EVIDENTIAL DIRECT	SanPedro	m	shimelman2017	m	mi,m		
1777	i k	1184	EVIDENTIAL MODIFIER	SanPedro	ik	shimelman2017	i k	ik		
1778	- i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	SanPedro	iki	shimelman2017	i k i	iki		
1779	ʃ i	1198	EVIDENTIAL REPORTATIVE	SanPedro	shi	shimelman2017	ʃ i	shi,sh		
1780	ʃ -	1198	EVIDENTIAL REPORTATIVE	SanPedro	sh	shimelman2017	ʃ	shi,sh		
1783	i k a	1228	EXCEPTIONAL	SanPedro	ika	shimelman2017	i k a	yku,yka/ika/iku		
1784	i k u	1228	EXCEPTIONAL	SanPedro	iku	shimelman2017	i k u	yku,yka/ika/iku		
1785	p u ɾ a	1256	EXCLUSIVE	SanPedro	pura	shimelman2017	p u ɾ a	pura		
1786	tʃ a	1272	FACTIVE	SanPedro	cha	shimelman2017	tʃ a	cha		
1787	- k a ʈ a	1295	FREQUENTIVE	SanPedro	katra	shimelman2017	k a ʈ a	katra		
1788	p a -	1315	GENITIVE	SanPedro	pa	shimelman2017	p a	pa,pi		
1789	p i -	1315	GENITIVE	SanPedro	pi	shimelman2017	p i	pa,pi		
1790	i	30	IMPERATIVE	SanPedro	y	shimelman2017	i	y		
1791	- ɾ i	1397	INCEPTIVE	SanPedro	ri	shimelman2017	ɾ i	ri		
1792	j a	1419	INCHOATIVE	SanPedro	ya	shimelman2017	j a	ya		
1793	n t i n	1443	INCLUSIVE	SanPedro	ntin	shimelman2017	n t i n	ntin		
1794	i	30	INFINITIVE	SanPedro	y	shimelman2017	i	y		
1795	tʃ u n	1486	INJUNCTIVE	SanPedro	chun	shimelman2017	tʃ u n	chun		
1796	w a n	1507	INSTRUMENTAL-COMITATIVE	SanPedro	wan	shimelman2017	w a n	wan		
1797	- ( - ) j a ( - )	20	INTENSIFIER	SanPedro	ya	shimelman2017	j a	ya		
1798	t a m u	1553	IRREVERSIBLE CHANGE	SanPedro	tamu	shimelman2017	t a m u	tamu		
1800	p aː k u	1561	JOINT ACTION	SanPedro	paːku	shimelman2017	p aː k u	paku,paːku		
1801	k a m a -	1578	LIMITATIVE	SanPedro	kama	shimelman2017	k a m a	kama		
1802	p a	1603	LOCATIVE	SanPedro	pa	shimelman2017	p a	pa,pi		
1803	p i	1603	LOCATIVE	SanPedro	pi	shimelman2017	p i	pa,pi		
1804	k u	1637	MIDDLE VOICE	SanPedro	ku	shimelman2017	k u	ku	U	
1805	s a p a	1656	MULTIPLE POSSESSIVE	SanPedro	sapa	shimelman2017	s a p a	sapa		
1806	p u k u	1676	MUTUAL BENEFIT	SanPedro	puku	shimelman2017	p u k u	puku		
1807	tʃ u	1682	NEGATION	SanPedro	chu	shimelman2017	tʃ u	chu		
1808	n a	1711	NOMINALIZER NA	SanPedro	na	shimelman2017	n a	na		
1810	m a s i	1746	PARTNERSHIP	SanPedro	masi	shimelman2017	m a s i	masi		
1811	k a	1758	PASSIVE ACCIDENTAL	SanPedro	ka	shimelman2017	k a	ka		
1812	ɾ q a	1770	PAST TENSE	SanPedro	rqa	shimelman2017	ɾ q a	rqa		
1813	ʃ - a	1800	PERFECT	SanPedro	sha	shimelman2017	ʃ a	sha,sa		
1814	s - a	1800	PERFECT	SanPedro	sa	shimelman2017	s a	sha,sa		
1815	ʃ - a	1800	PERFECTIVIZER	SanPedro	sha	shimelman2017	ʃ a	sha,sa	nmlz	
1816	s - a	1800	PERFECTIVIZER	SanPedro	sa	shimelman2017	s a	sha,sa	nmlz	
